date,time,headline,datetime,neg,neu,pos,sentiment_score
2023-09-22,08:38AM,"Netflix (NFLX) Stock Quotes, Company News And Chart Analysis",2023-09-22 08:38:00,0.0,1.0,0.0,0.0
2023-09-22,07:28AM,Amazon Is Latest to Add Advertising to Streaming. How Prices Rival Netflix.,2023-09-22 07:28:00,0.0,0.866,0.134,0.1779
2023-09-22,12:00AM,Its Always Sunny in Philadelphia returns for a 16th shot on Netflix,2023-09-22 00:00:00,0.0,0.781,0.219,0.4215
2023-09-21,05:45PM,Netflix (NFLX) Stock Moves -0.56%: What You Should Know,2023-09-21 17:45:00,0.0,1.0,0.0,0.0
2023-09-21,04:44PM,Netflix (NFLX) Resurrects Onimusha with Epic Anime Revival,2023-09-21 16:44:00,0.0,1.0,0.0,0.0
2023-09-21,04:17PM,"Writers, UAW, UPS strikes: Impact on economy",2023-09-21 16:17:00,0.294,0.706,0.0,-0.3612
2023-09-21,12:26PM,"Could WGA, studio execs. be nearing a deal to end writers' strike?",2023-09-21 12:26:00,0.13,0.87,0.0,-0.128
2023-09-21,07:30AM,Is Netflix Stock A Buy Before Video Streamer's Third-Quarter Report?,2023-09-21 07:30:00,0.0,1.0,0.0,0.0
2023-09-21,06:07AM,Hollywood strike discussions continue between WGA and producers,2023-09-21 06:07:00,0.176,0.824,0.0,-0.128
2023-09-20,10:23AM,REFILE-Netflix can be sued by ex-Central Park Five prosecutor for defamation,2023-09-20 10:23:00,0.0,1.0,0.0,0.0
2023-09-20,07:19AM,My Top FAANG Stock to Buy for the Second Half of 2023 (and Beyond),2023-09-20 07:19:00,0.0,0.878,0.122,0.2023
2023-09-20,06:18AM,India to find 'pragmatic solutions' on tobacco rules for streaming firms,2023-09-20 06:18:00,0.0,0.855,0.145,0.1779
2023-09-18,01:55PM,"Striking Hollywood writers, studios to resume negotiations on Wednesday",2023-09-18 13:55:00,0.0,1.0,0.0,0.0
2023-09-18,12:03PM,Unpacking the Investment Potential of Netflix Inc (NFLX): A Deep Dive into Financial Metrics ...,2023-09-18 12:03:00,0.0,1.0,0.0,0.0
2023-09-18,10:36AM,"Netflix Stock Slipped Last Week on Management Comments, Analysts Say",2023-09-18 10:36:00,0.0,1.0,0.0,0.0
2023-09-18,09:31AM,2 Super Streaming Stocks to Buy Now and Hold for the Long Run,2023-09-18 09:31:00,0.0,0.738,0.262,0.5994
2023-09-18,09:30AM,I Had a Hard Time Cutting My Restaurant Spending. Here's What I Did,2023-09-18 09:30:00,0.266,0.734,0.0,-0.2263
2023-09-18,09:00AM,Why Investors Need to Take Advantage of These 2 Consumer Discretionary Stocks Now,2023-09-18 09:00:00,0.0,0.846,0.154,0.25
2023-09-18,07:56AM,Netflix: Evercore ISI lowers price target amid market concerns,2023-09-18 07:56:00,0.158,0.842,0.0,-0.128
2023-09-18,06:07AM,1 Huge Tailwind That Could Send Netflix Stock Soaring,2023-09-18 06:07:00,0.0,0.753,0.247,0.3182
2023-09-18,03:30AM,Netflix's paid sharing strategy boosts subscriber growth and revenue potential,2023-09-18 03:30:00,0.0,0.476,0.524,0.7717
2023-09-17,10:37PM,"UPDATE 2-S.Korean broadband firm, Netflix says ending all disputes over costs",2023-09-17 22:37:00,0.174,0.826,0.0,-0.2732
2023-09-17,10:22PM,"S.Korean broadband firm, Netflix says ending all disputes over costs",2023-09-17 22:22:00,0.189,0.811,0.0,-0.2732
2023-09-17,10:14PM,South Korean broadband firm says ending all disputes with Netflix,2023-09-17 22:14:00,0.189,0.811,0.0,-0.2732
2023-09-17,09:00PM,How Prime-Time TV Will Look Different This Fall,2023-09-17 21:00:00,0.0,1.0,0.0,0.0
2023-09-16,09:09AM,Netflixs Rough Week Had Minimal Impact on Exposed ETFs,2023-09-16 09:09:00,0.14,0.86,0.0,-0.0772
2023-09-15,05:45PM,Netflix (NFLX) Stock Moves -0.89%: What You Should Know,2023-09-15 17:45:00,0.0,1.0,0.0,0.0
2023-09-15,05:01PM,2 Unstoppable AI Growth Stocks to Buy Now and Hold Forever,2023-09-15 17:01:00,0.145,0.645,0.21,0.2023
2023-09-15,01:09PM,"What to stream this week: Drake, Doja Cat, 'Sex Education,' 'The Super Models' and 'Superpower'",2023-09-15 13:09:00,0.0,0.782,0.218,0.5994
2023-09-15,12:45PM,"Netflix, Caterpillar, UPS Have This in Common. It's Not Good",2023-09-15 12:45:00,0.211,0.789,0.0,-0.3412
2023-09-15,12:00PM,Netflix to Announce Third Quarter 2023 Financial Results,2023-09-15 12:00:00,0.0,1.0,0.0,0.0
2023-09-15,11:15AM,Netflix (NFLX) Expands India Presence With YRF Partnership,2023-09-15 11:15:00,0.0,0.833,0.167,0.1027
2023-09-15,08:50AM,1 Major Advantage That Sets Roku Apart From Netflix and Other Streamers,2023-09-15 08:50:00,0.0,0.833,0.167,0.25
2023-09-15,05:41AM,Revenue Growth Will Be a Key Focus for Netflix in 2024,2023-09-15 05:41:00,0.0,0.776,0.224,0.3818
2023-09-15,04:59AM,Netflix's Ad-Venture: Adding Another Layer To Its Illustrious Growth Story,2023-09-15 04:59:00,0.0,0.776,0.224,0.3818
2023-09-15,04:30AM,Tesla Stock and Netflix Stock: A Business Strategy Case Study,2023-09-15 04:30:00,0.0,1.0,0.0,0.0
2023-09-15,12:10AM,One Piece Pirate Series Is Renewed by Netflix After Soaring to No. 1,2023-09-15 00:10:00,0.167,0.833,0.0,-0.296
2023-09-14,06:58PM,"Analyst Report: Netflix, Inc.",2023-09-14 18:58:00,0.0,1.0,0.0,0.0
2023-09-14,04:36PM,"S&P 500 Gains and Losses Today: Index Jumps After Economic Data, Arm IPO",2023-09-14 16:36:00,0.168,0.683,0.149,-0.0772
2023-09-14,03:18PM,Netflix And Spotify Are Navigating The Streaming Crisis With Their Crowns Intact,2023-09-14 15:18:00,0.258,0.629,0.113,-0.5106
2023-09-14,01:37PM,"Netflix stock falls after CFO says ad tier not material yet, warns of softer margins",2023-09-14 13:37:00,0.0,0.915,0.085,0.0762
2023-09-14,01:20PM,"As Netflix Pulls Back, Is This the Start of a Larger Correction?",2023-09-14 13:20:00,0.0,1.0,0.0,0.0
2023-09-14,12:45PM,Unveiling Netflix (NFLX)'s Value: Is It Really Priced Right? A Comprehensive Guide,2023-09-14 12:45:00,0.0,0.659,0.341,0.5667
